	D10f	D10s	D11f	D11s	D12f	D12s	D13f	D13s	D14f	D14s	D15f	D15s	D1f	D1s	D2f	D2s	D3f	D4f	D4s	D5f	D5s	D6f	D6s	D7f	D7s	D8f	D8s	D9f	D9s	H10f	H11f	H11s	H12f	H12s	H1f	H1s	H2f	H2s	H3f	H3s	H4f	H4s	H5f	H5s	H6f	H6s	H7f	H7s	H8f	H8s	H9f	PD10f	PD10s	PD11f	PD11s	PD12f	PD12s	PD1f	PD1s	PD2f	PD2s	PD3f	PD3s	PD4f	PD4s	PD5s	PD6f	PD6s	PD7f	PD7s	PD8f	PD8s	PD9s	W10f	W10s	W11f	W11s	W12f	W12s	W13f	W13s	W14f	W14s	W15f	W15s	W16f	W16s	W1f	W1s	W2f	W2s	W3f	W3s	W4f	W4s	W5f	W5s	W6f	W6s	W7f	W7s	W8f	W9f	W9s
PD10s	0.9844285714285714	0.5379285714285714	0.9835	0.5740714285714286	0.9445714285714286	0.6851428571428572	0.99	0.4897142857142857	0.9884285714285714	0.5254285714285715	0.9784285714285714	0.5733571428571429	0.9675714285714285	0.6414285714285715	0.9870714285714286	0.6776428571428571	0.9921428571428571	0.8999285714285714	0.6674285714285715	0.9884285714285714	0.5107142857142857	0.9694285714285714	0.7483571428571428	0.9850714285714286	0.5692857142857143	0.9804285714285714	0.6733571428571429	0.9777142857142858	0.5409285714285714	0.9872857142857143	0.9818571428571429	0.9069285714285714	0.9911428571428571	0.7657857142857143	0.981	0.8798571428571429	0.9897857142857143	0.5445	0.9838571428571429	0.6990714285714286	0.9902857142857143	0.6638571428571428	0.9846428571428572	0.8731428571428571	0.9853571428571428	0.7603571428571428	0.9761428571428571	0.9427857142857143	0.9895	0.8384285714285714	0.9864285714285714	0.9838571428571429	0.0	0.9881428571428571	0.6506428571428572	0.9926428571428572	0.5657142857142857	0.9928571428571429	0.49942857142857144	0.987	0.5739285714285715	0.9870714285714286	0.49028571428571427	0.9895	0.6345	0.6918571428571428	0.9797142857142858	0.5337857142857143	0.9918571428571429	0.5727142857142857	0.9657857142857142	0.6513571428571429	0.48578571428571427	0.9835	0.7240714285714286	0.9758571428571429	0.6136428571428572	0.9792857142857143	0.5856428571428571	0.9875	0.6695714285714286	0.9785714285714285	0.7368571428571429	0.9834285714285714	0.6686428571428571	0.9385	0.6602142857142858	0.9438571428571428	0.6960714285714286	0.9824285714285714	0.6666428571428571	0.9860714285714286	0.6798571428571428	0.9902142857142857	0.7680714285714285	0.982	0.608	0.9897857142857143	0.6257142857142857	0.989	0.5835	0.9887142857142858	0.9772142857142857	0.6291428571428571
PD11f	0.5671428571428572	0.9944285714285714	0.5726428571428571	0.9947142857142857	0.5964285714285714	0.9975714285714286	0.6064285714285714	0.9915714285714285	0.7220714285714286	0.9925	0.6179285714285714	0.9820714285714286	0.38157142857142856	0.9962857142857143	0.4955	0.9729285714285715	0.7627857142857143	0.715	0.9957857142857143	0.8847142857142857	0.9954285714285714	0.45821428571428574	0.9968571428571429	0.4865714285714286	0.989	0.41364285714285715	0.9971428571428571	0.7362142857142857	0.9919285714285714	0.9235	0.8845714285714286	0.9995714285714286	0.9187142857142857	0.9939285714285714	0.9099285714285714	0.9987857142857143	0.9593571428571429	0.9481428571428572	0.9270714285714285	0.9883571428571428	0.8883571428571428	0.9952857142857143	0.9027857142857143	0.9957142857142857	0.905	0.9942857142857143	0.9034285714285715	0.9999285714285714	0.8853571428571428	0.9936428571428572	0.8952857142857142	0.6130714285714286	0.9881428571428571	0.0	0.9643571428571428	0.6500714285714285	0.9915714285714285	0.6461428571428571	0.9902857142857143	0.7166428571428571	0.9917857142857143	0.5080714285714286	0.9897857142857143	0.5337142857142857	0.9857857142857143	0.9925	0.5758571428571428	0.9863571428571428	0.5767142857142857	0.9707142857142858	0.9302857142857143	0.9597142857142857	0.9698571428571429	0.9491428571428572	0.9883571428571428	0.8222142857142857	0.9848571428571429	0.9342857142857143	0.9796428571428571	0.9732857142857143	0.9915714285714285	0.8833571428571428	0.9939285714285714	0.6888571428571428	0.9826428571428572	0.6647857142857143	0.9944285714285714	0.8663571428571428	0.9801428571428571	0.6205	0.9897142857142858	0.6922857142857143	0.9944285714285714	0.8792857142857143	0.9947142857142857	0.915	0.991	0.6001428571428571	0.9688571428571429	0.7230714285714286	0.9877857142857143	0.7240714285714286	0.6088571428571429	0.9327142857142857
PD11s	0.9305714285714286	0.7238571428571429	0.9662142857142857	0.7324285714285714	0.9072142857142858	0.8382142857142857	0.9373571428571429	0.7154285714285714	0.9385714285714286	0.6987142857142857	0.9446428571428571	0.7505714285714286	0.9217142857142857	0.747	0.9347142857142857	0.7825	0.9382142857142857	0.8757857142857143	0.7670714285714286	0.9862857142857143	0.7085714285714285	0.9226428571428571	0.8262857142857143	0.9327857142857143	0.6917857142857143	0.9772857142857143	0.8214285714285714	0.9743571428571428	0.7110714285714286	0.9893571428571428	0.9329285714285714	0.9232142857142858	0.9937142857142857	0.7987857142857143	0.9482142857142857	0.9084285714285715	0.9840714285714286	0.6909285714285714	0.9508571428571428	0.7726428571428572	0.9507142857142857	0.7686428571428572	0.9291428571428572	0.9147857142857143	0.9363571428571429	0.8708571428571429	0.9674285714285714	0.9643571428571428	0.9347857142857143	0.8785714285714286	0.9867142857142858	0.9782857142857143	0.6506428571428572	0.9643571428571428	0.0	0.9827142857142858	0.6537142857142857	0.9378571428571428	0.5916428571428571	0.9352857142857143	0.6922142857142857	0.9570714285714286	0.6529285714285714	0.9414285714285714	0.7021428571428572	0.7215	0.9472857142857143	0.6428571428571429	0.9380714285714286	0.689	0.967	0.7143571428571428	0.6545	0.9931428571428571	0.7830714285714285	0.9842857142857143	0.6933571428571429	0.9862142857142857	0.6903571428571429	0.9928571428571429	0.765	0.9804285714285714	0.8512857142857143	0.9852142857142857	0.7769285714285714	0.9325714285714286	0.7798571428571428	0.9608571428571429	0.7537142857142857	0.965	0.7390714285714286	0.9420714285714286	0.7639285714285714	0.9867857142857143	0.7953571428571429	0.9578571428571429	0.7305	0.9674285714285714	0.7498571428571429	0.9912142857142857	0.7407857142857143	0.9921428571428571	0.9695714285714285	0.6908571428571428
PD12f	0.7322142857142857	0.9967857142857143	0.8301428571428572	0.9980714285714286	0.8099285714285714	0.9986428571428572	0.7619285714285714	0.994	0.867	0.9928571428571429	0.8446428571428571	0.9837142857142858	0.6478571428571429	0.9966428571428572	0.5292857142857142	0.9741428571428571	0.8583571428571428	0.7892142857142858	0.9978571428571429	0.8803571428571428	0.9965714285714286	0.6519285714285714	0.9986428571428572	0.6187142857142857	0.9911428571428571	0.7138571428571429	0.9987142857142857	0.8450714285714286	0.9936428571428572	0.9257142857142857	0.862	0.9995714285714286	0.9032857142857142	0.997	0.8745714285714286	0.9990714285714286	0.966	0.9302142857142857	0.9478571428571428	0.9908571428571429	0.8897857142857143	0.9970714285714286	0.9343571428571429	0.9975714285714286	0.9257142857142857	0.9959285714285714	0.9103571428571429	0.9998571428571429	0.8990714285714285	0.9965	0.8397142857142857	0.8577857142857143	0.9926428571428572	0.6500714285714285	0.9827142857142858	0.0	0.9942142857142857	0.8238571428571428	0.9931428571428571	0.93	0.9945714285714286	0.7887142857142857	0.9911428571428571	0.757	0.9882142857142857	0.9953571428571428	0.8465	0.9865714285714285	0.8370714285714286	0.9747857142857143	0.9767142857142858	0.9687857142857143	0.9712142857142857	0.9358571428571428	0.9916428571428572	0.8298571428571428	0.9875714285714285	0.953	0.9817857142857143	0.9781428571428571	0.9952857142857143	0.8085	0.9981428571428571	0.8987142857142857	0.9845714285714285	0.7256428571428571	0.9971428571428571	0.7863571428571429	0.9842857142857143	0.7880714285714285	0.9948571428571429	0.7577857142857143	0.9961428571428571	0.7008571428571428	0.9955	0.9419285714285714	0.9960714285714286	0.6678571428571428	0.9695	0.7430714285714286	0.9935714285714285	0.5683571428571429	0.7127857142857142	0.9457857142857143
PD12s	0.9839285714285714	0.6097857142857143	0.9879285714285714	0.5868571428571429	0.9281428571428572	0.8355	0.9907857142857143	0.6007857142857143	0.9924285714285714	0.5277857142857143	0.9835	0.6869285714285714	0.9624285714285714	0.5952857142857143	0.9887857142857143	0.5949285714285715	0.9932142857142857	0.8700714285714286	0.6782142857142858	0.9926428571428572	0.5427857142857143	0.9675	0.6077142857142858	0.9860714285714286	0.48592857142857143	0.9797857142857143	0.6847857142857143	0.9815	0.5258571428571429	0.9930714285714286	0.9888571428571429	0.9347857142857143	0.9947857142857143	0.8054285714285714	0.9896428571428572	0.9385714285714286	0.9937142857142857	0.5292857142857142	0.9877857142857143	0.767	0.9935714285714285	0.7211428571428572	0.9881428571428571	0.9307142857142857	0.99	0.8852857142857142	0.988	0.9692857142857143	0.9902142857142857	0.8899285714285714	0.9903571428571428	0.991	0.5657142857142857	0.9915714285714285	0.6537142857142857	0.9942142857142857	0.0	0.9927142857142857	0.5562857142857143	0.9892142857142857	0.5608571428571428	0.9922857142857143	0.5221428571428571	0.9909285714285714	0.6112142857142857	0.7352857142857143	0.9872142857142857	0.5268571428571428	0.993	0.6597857142857143	0.9695714285714285	0.6845714285714286	0.5667857142857143	0.9926428571428572	0.6361428571428571	0.9847857142857143	0.5968571428571429	0.9856428571428572	0.5253571428571429	0.9949285714285714	0.6773571428571429	0.9869285714285714	0.7953571428571429	0.9884285714285714	0.6633571428571429	0.9561428571428572	0.5076428571428572	0.9733571428571428	0.6313571428571428	0.9906428571428572	0.5907142857142857	0.9910714285714286	0.6416428571428572	0.9932142857142857	0.7103571428571429	0.9898571428571429	0.5241428571428571	0.9915	0.6183571428571428	0.9935	0.6208571428571429	0.9922857142857143	0.9836428571428572	0.6074285714285714
PD1f	0.41585714285714287	0.9979285714285714	0.5060714285714286	0.9965714285714286	0.4640714285714286	0.9981428571428571	0.494	0.9970714285714286	0.551	0.9964285714285714	0.5055714285714286	0.9892142857142857	0.5275	0.9977142857142857	0.5255714285714286	0.9852857142857143	0.36042857142857143	0.6820714285714286	0.9982142857142857	0.8955714285714286	0.9975714285714286	0.6177857142857143	0.9989285714285714	0.4740714285714286	0.9940714285714286	0.7615714285714286	0.9995	0.7343571428571428	0.9952142857142857	0.9478571428571428	0.8311428571428572	0.999	0.9521428571428572	0.9958571428571429	0.8955	0.9993571428571428	0.9828571428571429	0.9660714285714286	0.9347857142857143	0.9902857142857143	0.8898571428571429	0.9974285714285714	0.7129285714285715	0.9980714285714286	0.8032857142857143	0.9956428571428572	0.9361428571428572	0.9997142857142857	0.8628571428571429	0.9957142857142857	0.9404285714285714	0.7347142857142858	0.9928571428571429	0.6461428571428571	0.9378571428571428	0.8238571428571428	0.9927142857142857	0.0	0.9937857142857143	0.6110714285714286	0.9949285714285714	0.5425714285714286	0.9943571428571428	0.6752142857142858	0.9907142857142858	0.9946428571428572	0.7107857142857142	0.9905	0.4065	0.9882857142857143	0.7202857142857143	0.9615714285714285	0.9783571428571428	0.9385714285714286	0.9884285714285714	0.911	0.9891428571428571	0.9308571428571428	0.9864285714285714	0.9486428571428571	0.9962857142857143	0.8599285714285714	0.9960714285714286	0.8324285714285714	0.9791428571428571	0.6825	0.9958571428571429	0.8305	0.9615	0.7102857142857143	0.9893571428571428	0.43464285714285716	0.9972857142857143	0.8865	0.9972142857142857	0.8549285714285715	0.9918571428571429	0.6811428571428572	0.9683571428571428	0.7136428571428571	0.9910714285714286	0.769	0.7124285714285714	0.9514285714285714
PD1s	0.9842857142857143	0.5712857142857143	0.9843571428571428	0.6023571428571428	0.9387142857142857	0.7577142857142857	0.9915	0.5385714285714286	0.9909285714285714	0.5329285714285714	0.983	0.643	0.9679285714285715	0.6621428571428571	0.9892142857142857	0.6885714285714286	0.9935	0.894	0.6773571428571429	0.9919285714285714	0.5411428571428571	0.9713571428571428	0.7264285714285714	0.9867142857142858	0.5765714285714286	0.9799285714285715	0.7017857142857142	0.9803571428571428	0.5476428571428571	0.9919285714285714	0.9862142857142857	0.8985714285714286	0.9950714285714286	0.7422142857142857	0.9872857142857143	0.8822857142857143	0.9866428571428572	0.5616428571428571	0.9852142857142857	0.6994285714285714	0.9862857142857143	0.6730714285714285	0.9818571428571429	0.8708571428571429	0.9908571428571429	0.7767857142857143	0.9792857142857143	0.9549285714285715	0.9919285714285714	0.8683571428571428	0.9893571428571428	0.9793571428571428	0.49942857142857144	0.9902857142857143	0.5916428571428571	0.9931428571428571	0.5562857142857143	0.9937857142857143	0.0	0.9894285714285714	0.5801428571428572	0.9904285714285714	0.48864285714285716	0.9907142857142858	0.5577142857142857	0.6874285714285714	0.9808571428571429	0.5564285714285714	0.9932857142857143	0.5805	0.9672142857142857	0.6701428571428572	0.5355714285714286	0.9821428571428571	0.7045	0.9735	0.6274285714285714	0.9727142857142858	0.599	0.9875714285714285	0.6637857142857143	0.9814285714285714	0.7602142857142857	0.9853571428571428	0.6815	0.9488571428571428	0.6770714285714285	0.9545714285714286	0.6826428571428571	0.9855	0.6342857142857142	0.9890714285714286	0.6576428571428572	0.9925	0.7422857142857143	0.9825714285714285	0.5957857142857143	0.9918571428571429	0.626	0.9918571428571429	0.6054285714285714	0.9903571428571428	0.9800714285714286	0.6465
PD2f	0.7553571428571428	0.9933571428571428	0.7540714285714286	0.9933571428571428	0.783	0.994	0.7657857142857143	0.9925	0.7504285714285714	0.994	0.7492857142857143	0.9849285714285714	0.6986428571428571	0.9962142857142857	0.8330714285714286	0.9788571428571429	0.7765	0.777	0.9935	0.9404285714285714	0.9947857142857143	0.7917857142857143	0.9955714285714286	0.7659285714285714	0.9896428571428572	0.8002857142857143	0.9966428571428572	0.8932142857142857	0.9934285714285714	0.9667857142857142	0.8285	0.9980714285714286	0.9731428571428572	0.9905714285714285	0.9017857142857143	0.9982857142857143	0.9653571428571428	0.9733571428571428	0.9166428571428571	0.9818571428571429	0.9062142857142857	0.9938571428571429	0.7898571428571428	0.9804285714285714	0.8106428571428571	0.9895714285714285	0.8970714285714285	0.9996428571428572	0.8762142857142857	0.9895714285714285	0.9527142857142857	0.5546428571428571	0.987	0.7166428571428571	0.9352857142857143	0.93	0.9892142857142857	0.6110714285714286	0.9894285714285714	0.0	0.9903571428571428	0.6702857142857143	0.9919285714285714	0.6752857142857143	0.9512857142857143	0.9885	0.6978571428571428	0.9897857142857143	0.7129285714285715	0.9823571428571428	0.7662142857142857	0.9531428571428572	0.9808571428571429	0.945	0.9857142857142858	0.9296428571428571	0.9877142857142858	0.9279285714285714	0.9835714285714285	0.9633571428571429	0.9931428571428571	0.9189285714285714	0.9935714285714285	0.8077142857142857	0.9732857142857143	0.7459285714285714	0.9942857142857143	0.9348571428571428	0.9878571428571429	0.6831428571428572	0.9874285714285714	0.8119285714285714	0.9942857142857143	0.9597857142857142	0.9891428571428571	0.8617142857142858	0.987	0.8332142857142857	0.9720714285714286	0.8275	0.9885714285714285	0.9095	0.8105	0.9527857142857142
PD2s	0.9892857142857143	0.6555	0.985	0.5990714285714286	0.9355714285714286	0.8379285714285715	0.9935714285714285	0.6082142857142857	0.9925	0.6177857142857143	0.9869285714285714	0.6179285714285714	0.9699285714285715	0.6722142857142858	0.9897857142857143	0.6928571428571428	0.9947142857142857	0.8992142857142857	0.7169285714285715	0.9936428571428572	0.602	0.9781428571428571	0.7381428571428571	0.9887857142857143	0.5995714285714285	0.98	0.7453571428571428	0.9767857142857143	0.636	0.9943571428571428	0.9910714285714286	0.9417142857142857	0.9955714285714286	0.8137857142857143	0.9922857142857143	0.9283571428571429	0.9913571428571428	0.5218571428571429	0.991	0.7098571428571429	0.9877857142857143	0.3816428571428571	0.9830714285714286	0.9265	0.9943571428571428	0.8709285714285714	0.9798571428571429	0.9162857142857143	0.9958571428571429	0.8801428571428571	0.9931428571428571	0.9794285714285714	0.5739285714285715	0.9917857142857143	0.6922142857142857	0.9945714285714286	0.5608571428571428	0.9949285714285714	0.5801428571428572	0.9903571428571428	0.0	0.993	0.5947857142857143	0.9926428571428572	0.6572857142857143	0.7501428571428571	0.9848571428571429	0.6128571428571429	0.9945	0.6760714285714285	0.9689285714285715	0.669	0.5837142857142857	0.9792857142857143	0.7030714285714286	0.967	0.6028571428571429	0.966	0.5868571428571429	0.9897857142857143	0.4437857142857143	0.9845714285714285	0.6433571428571428	0.9855	0.6185714285714285	0.9451428571428572	0.6616428571428571	0.9703571428571428	0.7127857142857142	0.9902142857142857	0.7010714285714286	0.9895	0.6107857142857143	0.9925	0.7459285714285714	0.9906428571428572	0.6245	0.9917142857142857	0.6732857142857143	0.9928571428571429	0.6483571428571429	0.9933571428571428	0.983	0.6609285714285714
PD3f	0.45585714285714285	0.996	0.4795	0.9963571428571428	0.4729285714285714	0.9968571428571429	0.4845	0.9916428571428572	0.6831428571428572	0.9935714285714285	0.4377857142857143	0.9785714285714285	0.4005	0.9972142857142857	0.48678571428571427	0.9686428571428571	0.6053571428571428	0.6807142857142857	0.9977142857142857	0.8768571428571429	0.996	0.5308571428571428	0.9987857142857143	0.46714285714285714	0.9885	0.5428571428571428	0.9986428571428572	0.7206428571428571	0.9932857142857143	0.9345	0.8585714285714285	0.9942857142857143	0.9432142857142857	0.9880714285714286	0.9094285714285715	0.9968571428571429	0.9359285714285714	0.9488571428571428	0.9004285714285715	0.98	0.8889285714285714	0.9959285714285714	0.8617857142857143	0.9796428571428571	0.874	0.9895714285714285	0.8581428571428571	0.9999285714285714	0.8935714285714286	0.9905	0.9090714285714285	0.6372142857142857	0.9870714285714286	0.5080714285714286	0.9570714285714286	0.7887142857142857	0.9922857142857143	0.5425714285714286	0.9904285714285714	0.6702857142857143	0.993	0.0	0.992	0.7012142857142857	0.9495	0.9916428571428572	0.6950714285714286	0.9861428571428571	0.45207142857142857	0.9695	0.8990714285714285	0.9501428571428572	0.9702857142857143	0.9212142857142858	0.9861428571428571	0.8225	0.9842142857142857	0.9119285714285714	0.9768571428571429	0.9546428571428571	0.994	0.8297857142857142	0.9958571428571429	0.8446428571428571	0.9692142857142857	0.6837142857142857	0.9950714285714286	0.857	0.9750714285714286	0.6856428571428571	0.9892142857142857	0.5912142857142857	0.9956428571428572	0.9237142857142857	0.9942142857142857	0.8580714285714286	0.9899285714285714	0.6653571428571429	0.9549285714285715	0.7685	0.9883571428571428	0.7748571428571429	0.6668571428571428	0.9328571428571428
PD3s	0.9831428571428571	0.572	0.9827857142857143	0.5682142857142857	0.9385714285714286	0.7546428571428572	0.9902142857142857	0.5406428571428571	0.9911428571428571	0.5142857142857142	0.9842857142857143	0.6452142857142857	0.9667142857142857	0.5981428571428572	0.9891428571428571	0.6429285714285714	0.9932142857142857	0.8864285714285715	0.6751428571428572	0.991	0.5250714285714285	0.9706428571428571	0.6947857142857143	0.9865	0.5513571428571429	0.981	0.6745714285714286	0.9790714285714286	0.5199285714285714	0.9945	0.9937857142857143	0.9382142857142857	0.9983571428571428	0.8118571428571428	0.9905	0.9243571428571429	0.9955714285714286	0.5440714285714285	0.9945714285714286	0.7332142857142857	0.9957142857142857	0.7060714285714286	0.9898571428571429	0.918	0.9934285714285714	0.828	0.9825	0.9664285714285714	0.9947142857142857	0.8771428571428571	0.9958571428571429	0.9874285714285714	0.49028571428571427	0.9897857142857143	0.6529285714285714	0.9911428571428571	0.5221428571428571	0.9943571428571428	0.48864285714285716	0.9919285714285714	0.5947857142857143	0.992	0.0	0.9932857142857143	0.6362857142857142	0.7121428571428572	0.9865	0.5214285714285715	0.9931428571428571	0.6305	0.9705	0.6739285714285714	0.5537142857142857	0.9895714285714285	0.6952142857142857	0.978	0.6293571428571428	0.9762142857142857	0.5727142857142857	0.9893571428571428	0.6710714285714285	0.9832142857142857	0.7642857142857142	0.9874285714285714	0.6555714285714286	0.9549285714285715	0.6083571428571428	0.9567142857142857	0.6586428571428572	0.9877142857142858	0.6025	0.9906428571428572	0.6859285714285714	0.9905714285714285	0.7303571428571428	0.9872142857142857	0.5612857142857143	0.9907142857142858	0.5915	0.9873571428571428	0.6145714285714285	0.9887857142857143	0.9794285714285714	0.6235714285714286
PD4f	0.676	0.9947857142857143	0.6821428571428572	0.9947142857142857	0.7518571428571429	0.9974285714285714	0.7390714285714286	0.9955714285714286	0.7626428571428572	0.9951428571428571	0.7077857142857142	0.9892142857142857	0.6391428571428571	0.9975714285714286	0.6877857142857143	0.984	0.8442857142857143	0.7427142857142857	0.9952857142857143	0.8992142857142857	0.9962857142857143	0.6972857142857143	0.9983571428571428	0.7053571428571429	0.9929285714285714	0.6927142857142857	0.9993571428571428	0.8250714285714286	0.991	0.9767857142857143	0.8981428571428571	0.9988571428571429	0.9697142857142858	0.9958571428571429	0.9286428571428571	0.9993571428571428	0.9763571428571428	0.9595714285714285	0.9464285714285714	0.9885	0.8985714285714286	0.9955714285714286	0.8795	0.9982142857142857	0.9117857142857143	0.9954285714285714	0.9536428571428571	0.9995714285714286	0.915	0.9945714285714286	0.9570714285714286	0.6005714285714285	0.9895	0.5337142857142857	0.9414285714285714	0.757	0.9909285714285714	0.6752142857142858	0.9907142857142858	0.6752857142857143	0.9926428571428572	0.7012142857142857	0.9932857142857143	0.0	0.9884285714285714	0.9917142857142857	0.5597857142857143	0.9871428571428571	0.6704285714285714	0.981	0.8732142857142857	0.9606428571428571	0.9763571428571428	0.9366428571428571	0.9877142857142858	0.8744285714285714	0.9840714285714286	0.9337142857142857	0.9792857142857143	0.9643571428571428	0.9946428571428572	0.8643571428571428	0.9953571428571428	0.4637857142857143	0.9824285714285714	0.6374285714285715	0.9952857142857143	0.8327142857142857	0.9822142857142857	0.6221428571428571	0.9890714285714286	0.8069285714285714	0.9962142857142857	0.8635714285714285	0.9968571428571429	0.9096428571428572	0.9902857142857143	0.696	0.9748571428571429	0.7556428571428572	0.9895	0.7777857142857143	0.6576428571428572	0.9604285714285714
PD4s	0.9836428571428572	0.67	0.9792142857142857	0.703	0.9325714285714286	0.8067857142857143	0.9877142857142858	0.6536428571428572	0.9847142857142858	0.6272857142857143	0.9779285714285715	0.7653571428571428	0.961	0.7399285714285714	0.9847857142857143	0.7039285714285715	0.9897857142857143	0.8832142857142857	0.6966428571428571	0.9856428571428572	0.6497142857142857	0.9692142857142857	0.7201428571428572	0.9831428571428571	0.6354285714285715	0.9775714285714285	0.7578571428571429	0.9787142857142858	0.6442142857142857	0.9835714285714285	0.9662857142857143	0.8336428571428571	0.9919285714285714	0.7173571428571428	0.9788571428571429	0.8617142857142858	0.9787857142857143	0.6047142857142858	0.9759285714285715	0.7664285714285715	0.9920714285714286	0.7140714285714286	0.9828571428571429	0.8453571428571428	0.9767142857142858	0.7766428571428572	0.9482142857142857	0.9484285714285714	0.9894285714285714	0.8473571428571428	0.9834285714285714	0.9471428571428572	0.6345	0.9857857142857143	0.7021428571428572	0.9882142857142857	0.6112142857142857	0.9907142857142858	0.5577142857142857	0.9512857142857143	0.6572857142857143	0.9495	0.6362857142857142	0.9884285714285714	0.0	0.6441428571428571	0.9708571428571429	0.6230714285714286	0.9898571428571429	0.5595714285714286	0.9712857142857143	0.7056428571428571	0.6024285714285714	0.973	0.7325714285714285	0.9770714285714286	0.6888571428571428	0.9807142857142858	0.6545714285714286	0.9880714285714286	0.7155714285714285	0.9547142857142857	0.8247857142857142	0.9772857142857143	0.7381428571428571	0.9491428571428572	0.7081428571428572	0.9490714285714286	0.7110714285714286	0.9753571428571428	0.7047857142857142	0.9854285714285714	0.7142857142857143	0.9876428571428572	0.7497142857142857	0.9561428571428572	0.6192857142857143	0.9862142857142857	0.7023571428571429	0.9864285714285714	0.7005	0.9855	0.9744285714285714	0.673
PD5s	0.9896428571428572	0.5989285714285715	0.9836428571428572	0.7797857142857143	0.9508571428571428	0.7035	0.9936428571428572	0.7187857142857143	0.9930714285714286	0.7184285714285714	0.9873571428571428	0.8107142857142857	0.9760714285714286	0.8263571428571429	0.9904285714285714	0.8136428571428571	0.9952857142857143	0.9217857142857143	0.6019285714285715	0.9926428571428572	0.7537142857142857	0.9770714285714286	0.8187857142857143	0.9885714285714285	0.7347142857142858	0.9845	0.8428571428571429	0.9830714285714286	0.6890714285714286	0.9925714285714285	0.9912142857142857	0.8972142857142857	0.9948571428571429	0.8452142857142857	0.9896428571428572	0.8882142857142857	0.9935714285714285	0.7349285714285714	0.9908571428571429	0.8165	0.9939285714285714	0.7937142857142857	0.9920714285714286	0.9083571428571429	0.9928571428571429	0.8529285714285715	0.9854285714285714	0.9743571428571428	0.9944285714285714	0.8796428571428572	0.9913571428571428	0.9847142857142858	0.6918571428571428	0.9925	0.7215	0.9953571428571428	0.7352857142857143	0.9946428571428572	0.6874285714285714	0.9885	0.7501428571428571	0.9916428571428572	0.7121428571428572	0.9917142857142857	0.6441428571428571	0.0	0.977	0.679	0.9952142857142857	0.5895	0.9721428571428572	0.7452142857142857	0.7106428571428571	0.9887857142857143	0.8171428571428572	0.9832142857142857	0.6990714285714286	0.9815	0.7327142857142858	0.9895	0.7870714285714285	0.984	0.8672142857142857	0.9863571428571428	0.8210714285714286	0.9561428571428572	0.8020714285714285	0.9329285714285714	0.7860714285714285	0.987	0.8020714285714285	0.9901428571428571	0.7908571428571428	0.9941428571428571	0.8019285714285714	0.9852857142857143	0.7252142857142857	0.9933571428571428	0.7905	0.9926428571428572	0.7858571428571428	0.9905	0.9812857142857143	0.6783571428571429
PD6f	0.6422142857142857	0.9867142857142858	0.5864285714285714	0.9896428571428572	0.7504285714285714	0.9919285714285714	0.6228571428571429	0.9811428571428571	0.6395714285714286	0.9889285714285714	0.5856428571428571	0.9812142857142857	0.6605714285714286	0.9912857142857143	0.7116428571428571	0.9752857142857143	0.7908571428571428	0.6354285714285715	0.991	0.7717142857142857	0.9915	0.7305714285714285	0.9952857142857143	0.7382857142857143	0.9864285714285714	0.7147857142857142	0.9955714285714286	0.7075714285714285	0.9802142857142857	0.9602142857142857	0.91	0.9969285714285714	0.9671428571428572	0.9846428571428572	0.9287857142857143	0.9965	0.9659285714285715	0.9512142857142857	0.9322857142857143	0.9762142857142857	0.9177142857142857	0.9891428571428571	0.8589285714285714	0.9862142857142857	0.9237142857142857	0.9870714285714286	0.9401428571428572	0.9999285714285714	0.9329285714285714	0.9873571428571428	0.9385714285714286	0.5607857142857143	0.9797142857142858	0.5758571428571428	0.9472857142857143	0.8465	0.9872142857142857	0.7107857142857142	0.9808571428571429	0.6978571428571428	0.9848571428571429	0.6950714285714286	0.9865	0.5597857142857143	0.9708571428571429	0.977	0.0	0.9728571428571429	0.6935714285714286	0.9594285714285714	0.876	0.9480714285714286	0.9637857142857142	0.8262142857142857	0.9842142857142857	0.6944285714285714	0.9777857142857143	0.7861428571428571	0.9730714285714286	0.8279285714285715	0.9902142857142857	0.6995	0.9926428571428572	0.705	0.9689285714285715	0.5448571428571428	0.9920714285714286	0.7245	0.9640714285714286	0.5290714285714285	0.9851428571428571	0.7381428571428571	0.9902857142857143	0.9310714285714285	0.9582142857142857	0.7649285714285714	0.9745714285714285	0.6645	0.9461428571428572	0.7374285714285714	0.9858571428571429	0.794	0.5386428571428571	0.93
